,metadata_name,metadata_activityType,metadata_climbCategory,metadata_verifiedStatus,measurements_distance,measurements_avgGrade,measurements_elevHigh,measurements_elevLow,elevationChart_url,totalAthletes,totalEfforts,athletePrEffort_timing_elapsedTime,athletePrEffort_activity_id,leaderboards_leaderboardEfforts_athlete_id,leaderboards_leaderboardEfforts_athlete_firstName,leaderboards_leaderboardEfforts_athlete_lastName,leaderboards_leaderboardEfforts_activity_id,leaderboards_leaderboardEfforts_timing_elapsedTime,athletePrEffort,distance_miles,cr_speed
62,Lake stroll,Ride,,,3468.39990234375,-0.03171490132808685,197.1999969482422,185.0,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/NHV22ANJG5Q6CWO55TZV5MTYUB6T7VTSLPO3SAKL5HN6WUJWRBFTI2YATRLWXFWPMUNVPO2I,256,2962,,,23618465,Veymer,Ramos,12245829912,350,,2.1551691391152588,22.167454002328377
63,Heading Home,Ride,,,2625.800048828125,-0.08378399908542633,193.0,187.6999969482422,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/OHHI4NQCJDHVTJJAMRFS4TYR3QZTKHFZRAGAVPDK6PCDSTHN6HTAHFAYDIT3RPJV6U3PUDJO,314,2789,,,609702,Peter,Chrapkowski,3616372150,266,,1.6316005622355283,22.081812120480834
64,Pulaski to Cicero,Ride,,,1628.0999755859375,0.030710600316524506,184.8000030517578,183.89999389648438,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/GUMF42QGRW5WH4EL4VAZTOVPYF3ZYWQALXTGQ64JNYH5OZCN6TJFXVT3MJ3VLSJZ3ZZZGVN44A======,658,11261,,,142511627,Malcolm,Brooks,12785100646,137,,1.0116569373693176,26.58368594547112
65,Bend the corner ,Ride,,,513.7999877929688,0.2724800109863281,185.60000610351562,183.5,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/PCXGZPSEUWWP5ZILWEVZ7GNKSFQ25MCQQEFJKL36ASG5VKHIEOCDQZ6SDGJ6N5VH5NQHU3NMWY======,781,2249,,,362398,Drew,Priest-Grochowski,1000860375,45,,0.3192613045055543,25.540904360444344
66,West Chicago Ave. Speedlight Run,Ride,,,813.7999877929688,0.159743994474411,185.60000610351562,184.3000030517578,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/TFGNRVLK72PXP5JX23L45WOGN3M3Z6NINCCWO4BQXA2UZEP4YKPPXULVLINUM5D7LDZMJQ5J,326,1308,,,2934544,Joel,Humowiecki,2429930108,64,,0.5056731255004964,28.444113309402923
67,Lake street ashland ave chicago to ashland ave oak park,Ride,,,12652.900390625,0.08219459652900696,194.0,181.6999969482422,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/HQKB47ZHNED2JHNFMMDC4OMSV7HVS2TKUYZMIZLBR3A3HLZKLKF773ZSZF57RKUXS5KG35HHXI======,33,169,,,289251,Ben,Raby,2314079588,1465,,7.862167342280065,19.3200016602104
68,Sacramento (Grand - Diversey),Ride,,,3897.60009765625,-0.0461823008954525,183.89999389648438,180.60000610351562,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/3K2K4D4TCAA2BCLKPIZ34FJKSI5I3V6YCQUSXUZX5TBAV7RPYMOPUU6RKWQWQA6YE3LCV325,122,234,,,1084231,Joe,DeAngelo,8094017902,372,,2.421862439047218,23.437378442392433
69,Humboldt Park to River West  (via Grand),Ride,,,4134.60009765625,-0.03386060148477554,180.1999969482422,177.39999389648438,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/NLWJYQF7UQF4BVONMWSC3EW2G6ZKF65YHGKJ43OBT6QT2BGPVTKYF6YGNCU3HETH6XEXZQTL,359,1697,,,7232545,Right-turn,Right-turn,432178417,377,,2.5691277776332226,24.532785144508225
70,Grand Ave - Western Ave to North Ave,Ride,,,4516.5,0.055352598428726196,184.8000030517578,182.3000030517578,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/7XJDAA3GT4WKZLUPWYIA5HAXBCXMYQSGZWJF4Q5OM2M222VCN6PCXUUZU4HCC7KX4BYAFMQHFE======,155,1079,,,14384122,Rod,Berthold,795639524,456,,2.8064299650788525,22.156026040096204
71,Chigusta,Ride,,,422.3999938964844,-0.07102269679307938,182.10000610351562,181.6999969482422,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/HWUIE7XZDBKQDLIEJIGYOHHDO4BCGGMLBW427KKG54CFU4VDSB7IV6WT2TQ6IC34B3A4XALB,7085,68080,1073.0,12576601861,18096659,Reid,Savage,12925742039,13,,0.2624678401683202,72.6834018927656
72,Too Late To Add Any Miles,Ride,,,6350.5,-0.01889609917998314,182.1999969482422,177.0,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/RBB2ZGSA7FTFKUN4TVG6G3DF2MUTUJABQMZEVVUXWKBXXOJQA2LZBGUN4Y7IIDPYH4L37QSSIE======,68,162,,,3609361,Brian,Bauer,1649681789,581,,3.946027564094598,24.450428968572382
73,Wicker Park to Division,Ride,,,413.79998779296875,0.24166299402713776,182.0,181.0,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/RWDG5U6TUU7IIF7FD7RJV5WJAIGBYH3BX5XHDR2UYCR65RJ4G2OGUCCYNCZVOCRGECQRKYOTYU======,6412,79314,,,2668291,Erich,Kutschke,638355924,26,,0.2571240308405736,35.601788885617886
74,Rapha to Green St,Ride,,,2862.60009765625,0.027946600690484047,174.8000030517578,172.0,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/RMW3KVBO52PIT4M2OJ2OYDJ3FJZA2MVZFQGCIGUXW7F4M2V3S2NZMXXGTTMCJYSXEEE43MIK,4711,90916,381.0,12594695496,3609361,Brian,Bauer,711399366,253,,1.7787416566146683,25.31015795973441
75,California/North to Dodge/Howard (Humboldt Park to Evanston),Ride,,,12649.2001953125,-0.007905639708042145,195.0,187.0,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/2QLB7PWM7SYRXR2QWOIPAALD3Q5DLBCXVWPJJBWXJ5U4LL3BFD743H4T3COS3KM7TDZN7JKDWE======,33,318,,,498035,Edmund,White,1219190701,1458,,7.859868141792599,19.407081831586666
76,Damen606toDPRT,Ride,,,13261.400390625,0.08445560187101364,191.60000610351562,174.1999969482422,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/BNN4JWDTQLTPJIUX6R42JGOX27YSXUJKVLBPYPBVMPWXCZ74HFW7IJBX3EHJI22BDMM3JWWQZM======,78,374,,,4600157,rick,stephens,9413917554,1476,,8.240272652531473,20.098225981784083
77,Fullerton - California to Halsted ,Ride,,,3934.5,-0.04574910178780556,155.39999389648438,151.1999969482422,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/VHI7DYVFX7HLBRU2LTFPP3SL4VWZ6AUVG3KJA35LBQXCSNOPK5PWWBGNCJH2TNKHZPFX7SHN,519,1475,,,17741426,Lukas,Skučas ,7135559807,364,,2.444791032348665,24.1792519682835
78,606: Kimball to Ridgeway,Ride,,,675.5999755859375,0.0,181.0,180.0,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/CAXFTWXWIYCED4BXARTVBDVCOKPYGW55GYKVAMEC6CLARPNZITE65QZQ4D5GT7F7RJJYKPTO,7843,88446,,,22857518,Martin,Coyle,7300015236,49,,0.41979940571037666,30.84240531749706
79,Lake - Halsted to California,Ride,,,3991.199951171875,0.05261579900979996,183.3000030517578,181.1999969482422,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/WJYOK3LWSXFIAND3GNLWSBSWKLU6VZQ6YEOIWM3KFVPO7JYMLFMBW37BXH4HIC3VMOJJ5XZTVM======,256,861,,,14783811,Tim,Julius,8551881536,402,,2.4800228361762433,22.209159726951434
80,Swoop Across The Loop,Ride,,,1283.9000244140625,-0.428382009267807,182.6999969482422,176.3000030517578,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/7D5YQX3RW4AQPS2HN7MFYKHSRTGNKGSA5HNH6LNGWSJ537FM3FMY55DUSYLX4ZGQTOYABDPAUQ======,1645,7580,,,15433763,Ham,Hollett,7815134792,94,,0.7977804717549197,30.553294662954375
81,New PlayPen Downhill (Northbound),Ride,,,1095.800048828125,-1.0038299560546875,196.8000030517578,183.60000610351562,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/WILRMRBUS2DJHIKTGEYPCBUET2Z3T5P4RJCCVHMRXS56X6VX3J6AQ2D2UBPQWDZDTINCIHZ7GY======,47592,493592,92.0,12976274123,56505655,Scott,Peterson,6972825415,67,,0.6809002751613239,36.58568642657859
82,Volleyball Dash,Ride,,,2652.889892578125,0.12074600160121918,180.73699951171875,175.74000549316406,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/TZGM4LJBRKYEJMD2BBTZ247HVK4UL2JHKHNNIUX2OVONSPOUJXDJ67O4W37SSLMDDK2T7TJ3,34060,478589,233.0,12031979049,6041123,Jeff,Perkins,12814556331,178,,1.6484334525818816,33.339103535363904
83,Flyover Climb Southbound,Ride,,,383.5,2.5032598972320557,184.1999969482422,174.39999389648438,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/3JEMQTOAIKCBXQAXKAMAWFH3GCXEBVDUR7YU2DOU3L4HHFFBRXWQ37BM5W6LYG7A3A4HXEZMEQ======,31624,468186,35.0,11906455083,731858,Adam,Dalton,5998578055,26,,0.2382964445052009,32.99489231610474
84,Late for Class!!,Ride,,,12328.599609375,-0.02757819928228855,184.39999389648438,177.0,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/P6RA6LF2C3HPMMSYD2AOGC2E25VDP2IBNVHHYADTJ7HG33YESFRB4SYYHZH4PAZW3TJ2DDZL,1,4,,,10605492,Eddie,Ocampo,1104192300,2086,,7.660655678337083,13.220690528290268
85,North Ave Sprint,Ride,,,382.4020080566406,-0.17160899937152863,180.9980010986328,180.30299377441406,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/COBZB6CUPFXHTV6D3H6SRO4J7W2MFBYW4V6VJGUJ6M6H72LCDBII6DPUCT2OR6I5YP24SJTETU======,4180,20020,80.0,12649171410,32744327,Kody,Bäbler,3702991515,29,,0.23761418224653624,29.496932968535535
86,Volleyball Dash S,Ride,,,2132.300048828125,0.023448899388313293,180.10000610351562,176.39999389648438,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/HWHMA5OL6QKSXIAJ2I7IDUWRWYVYLFDDTHGBAZTUVNMP2S2FKZ4PW7UBDLVBO4DEYZXSRKMFFE======,44890,619437,192.0,11906455083,12037236,Peter,Jennings,11369110514,150,,1.3249531166988486,31.798874800772364
87,Old Town Beach N,Ride,,,779.7210083007812,-0.04687489941716194,178.09300231933594,176.53700256347656,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/CQHVOHNNW7LUEXME6D33XLA4RVULW5EO5ADL5VHRB6PVWJVVAOOGH5HFOXBHGOGKFBK67QNMNM======,50698,659457,72.0,12976274123,5504960,Andrew,Killion,3990967305,54,,0.48449737675120313,32.299825116746874
88,Top Speed (North),Ride,,,386.1000061035156,0.23309999704360962,177.10000610351562,176.1999969482422,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/66TXM5LMK3O6GK3W3YWDVDPQNYWGCMMLQAPOQVJL6OKPDSHF2FBPUMKTLAN2ZHH3NV3VEZCW,41478,689535,36.0,12791239965,104689037,Larry,Ritsert,9725142182,20,,0.2399120174130486,43.18416313434875
89,N Magnolia Ave Climb,Ride,,,562.8049926757812,-0.12437800318002701,180.1999969482422,179.39999389648438,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/VGS2YNPDH4LIRZGFH3TDBSMHPKWVWK74ZCCA2SMFWNUH536U7UOOKQAFCSB7DDW6TDYILZHQ,2368,11669,,,45310299,Luiz,Gabeira,11402858843,45,,0.34971167849912466,27.97693427992997
90,Clybourn; Southport - North Ave,Ride,,,1601.050048828125,0.0,198.39999389648438,198.39999389648438,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/QAQNLV5HW3D6UDOGE7M7CSXO4L6CKI6VUO3X5Q3BF5Q7YSYVTX4G24OMFCR55WPUMYBH6YHR,3228,23147,,,45310299,Luiz,Gabeira,11509986839,132,,0.9948488503536388,27.132241373281058
91,Halsted: Fullerton to Armitage,Ride,,,642.2000122070312,0.0,195.1999969482422,194.3000030517578,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/HSF2ZLKY3A2TLYSHS3VV6QGMFB2ZEBX57Y4MP75QX6RV6MWH77RCVANWVPSLAYSULRDJMFSL,4651,59383,,,45310299,Luiz,Gabeira,12647685652,50,,0.39904557906162236,28.731281692436813
92,Halsted to Sheffield,Ride,,,357.0,-0.8963590264320374,193.0,189.8000030517578,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/ENSFZSHOUFHSOM6CYWYOTPANL7CCILA3LWWXPBS6IVFEJT3R5BHP5SRRZAFO7HIFO3R3Z4GKRQ======,3066,20778,46.0,12213225845,45310299,Luiz,Gabeira,11986090295,25,,0.22183006698398103,31.943529645693268
93,Westbound Wrightwood,Ride,,,2195.0,-0.0820045992732048,183.0,180.1999969482422,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/GWIQU3KB6VE5Z4TRKNHHB7QW6U5JQICSDDXAFJM2XY2BNZGDH52CKADY265TQMWXLXFGSU6CQM======,490,1444,,,45310299,Luiz,Gabeira,11377493776,206,,1.3639131569463259,23.835375558285307
94,Fullerton Racine to Sheffield,Ride,,,350.8999938964844,-0.28498101234436035,181.1999969482422,176.39999389648438,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/5AYY2DPVAPVF5IQJBWEWEZKJFTWNZZ7E6VEL7N26ODTN5JSSPITNMNDLUUGJSBNIRCCG4WIS,2447,16537,74.0,13393169519,17741426,Lukas,Skučas ,7248070624,24,,0.21803968949785899,32.705953424678846
95,Clybourn Endurance,Ride,,,1581.0999755859375,-0.025298800319433212,182.39999389648438,179.39999389648438,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/CNTMCLQJ2V5AJNKHOSOEC4YDJTZPUI2BGKM4DEBKHZ76QVN2MX3CW7BWLDHBTQNZTATPNSQAVU======,1560,9746,,,45310299,Luiz,Gabeira,12814516489,139,,0.9824524187467767,25.44481084524026
96,Damen: Elston to Webster,Ride,,,439.29998779296875,-0.04552699998021126,181.89999389648438,180.8000030517578,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/ZRRF5JJL4ZLRPBJ4EPJT6JUIHZGN5ABMF3NZT47RD4QVXYASKSJBAPTFVB6O5NHDCGEKNOP6JA======,7938,102825,,,2769769,Michael,Nishi,5754882185,28,,0.2729690356251437,35.0960188660899
97,606  Damen to Kedzie on the death trail,Ride,,,2472.60009765625,0.0,182.8000030517578,181.3000030517578,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/L4NA7GNAQRVPOIJWZGOVL5YSGJOAV7PVI2OKREY3ZCOS6UGMFCAIWND6MKG5N4WUW5JGPNTGD4======,8841,75475,,,23811675,Michael,Queenan,2644114662,197,,1.5364062893212436,28.07646010942374
98,walgreens to walgreens,Ride,,,479.3999938964844,0.041718799620866776,181.5,181.3000030517578,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/7ELOWAGHS3YY52GWJKXMNJVEDYFCKERJ3K35BWU2QA4YQ4OQE5PMVYGH5MS42YFUZY4NQ2IP,7987,127269,56.0,12594695496,92871690,Daniel,Ostberg,13378983157,31,,0.2978860861573592,34.593222908596545
99,Bloomingdale Trail - California to Kedzie,Ride,,,790.4000244140625,0.2530359923839569,248.1999969482422,246.1999969482422,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/XG7OFYYXZF5HDCYP6LVV4FPMPEB535BJCRDJNBVH4SDFY4V2BVCZXFYPVE5HKYG3GA4IMRHGDU======,11250,103980,,,498035,Edmund,White,1036713885,59,,0.4911330262182401,29.96743888789262
100,606 West Terminal to Pulaski,Ride,,,676.7999877929688,0.0,184.39999389648438,184.10000610351562,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/ADNAOX3S52TDJOZVLTZQ7CDOAUVIMJTCARJQRK5XNP2KGX3VTQLPWTOZPUB3IR5IKAF7KIAW,991,5956,,,26774342,Luke,Perkowski,2557035277,65,,0.42054506057947283,23.29172643209388
101,"606 W 2 E, LUV U",Ride,,,3966.10009765625,0.0025213700719177723,184.39999389648438,181.3000030517578,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/5WHULB46DF4IG3YLBA5RL2UUJSTYR4RR27YLWS2QCPME6L63SGLCMOIZP2WWP6RMV5D4YR2D,5479,58107,649.0,12576601861,3609361,Brian,Bauer,779285498,301,,2.46442647150773,29.474868097766873
102,Race to and from the Parks,Ride,,,6517.39990234375,0.2056030035018921,197.0,182.60000610351562,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/VOBQ3YP6IWJFLBRFP7LFVXXXVTUFRZGDPTN7I6TDB22RGTUHECZW2XLLHLCZCQMFYUDAXEZW,292,990,,,298083,keith,ortiz,6097149,741,,4.04973461316052,19.674824031549083
103,Watch the curve,Ride,,,786.2999877929688,0.10174199938774109,188.8000030517578,187.8000030517578,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/GL3S2LWH7WYZFALKNZB2BLNDWLEMJ2N7K7ND2N4RYMH76H6MTDLUJXUPY7AZHDSDIQSIP3TO,1558,6993,,,44049468,Jake,Douglas,9311123260,62,,0.4885853752426267,28.36947340118478
104,Weeknight Busse,Ride,,,40022.8984375,-0.010494000278413296,199.1999969482422,179.8000030517578,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/GS6AOP45SRGXFMKSZB7GEX3XHB7BE4OQBAZOBMU3DMEQPQ27FJRNUTTAVNIMHID2Q2GOHKUF,15,56,,,3175029,Brian,Lewis-Jones,1820022710,5028,,24.86913793076665,17.806065344224333
105,Belmont M 2 K,Ride,,,996.7999877929688,-0.14044900238513947,183.0,181.39999389648438,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/XXF5ICH5PNRZOWVKNSX443LKWIC36CDIKAVX5TS5TZBTUL2MX7GXDDOWTZQ6INOSDL6FQURVNE======,1202,5850,,,1826895,Ryan,Fay,2792347378,86,,0.619384336307411,25.927716403566038
106,Milwaukee Straight South,Ride,,,6182.5,-0.08249089866876602,187.60000610351562,182.1999969482422,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/LKQOXRRZIHFTAZAAIC77YVVNJ55GK3OZKVGUPPEJ3ZWCX5ZJADX5VPSLFAN2REO2Z46J4DE5GU======,1120,6802,,,73059232,Adrian,Gallegos,12460972493,588,,3.8416369443374303,23.520226189821003
107,Diversey Straightaway- Westbound,Ride,,,342.1099853515625,0.22694100439548492,184.21800231933594,183.4409942626953,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/SWHDJGXPUIZFRJXTAB7ZWWNLMAVA2UKCYUKTLWW5RIYAWCPYBJSW3PTPWH62YCPSNW74RJKK,866,7121,,,1204875,Davíd,Villegas,134082050,24,,0.2125778178331257,31.886672674968853
108,barrydam,Ride,,,570.7999877929688,-0.035038501024246216,181.10000610351562,180.8000030517578,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/OZFELFUXWBWLK25ML2TBWG6XY6QIYCM7ZEQCQD3653LE27KRRTX6WZCUXP7NACXSHSNOCPTKBA======,8940,93574,,,140659258,Will (The Thrill),Heinzmann,11930169294,41,,0.3546795504945933,31.142594677574046
109,Ashland: Belmont -> Diversey,Ride,,,763.0999755859375,-0.2096710056066513,184.8000030517578,183.0,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/GPKAQ7DPW6CGP5PMT4XXT2IQO4DB63LXR37B7FADEU6MGSXHEZSONMKQHYR2OX6ILAJXEWEJ,1155,2273,,,10147688,Justin,Everly,382838500,55,,0.47416952016723474,31.036550410946273
110,Addison (Long TT),Ride,,,12728.2998046875,0.09270679950714111,196.5,176.89999389648438,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/UIGOG7VFEYMY45YXO4QUKWG36KBXMHHOUBOH3MBT6BIU6TQP7VDPG6AKVVZAKM6QWM5JZ4UXAY======,18,56,,,117891361,Anthony,LaPorta,12713249808,1468,,7.909018482537873,19.3954131724362
111,Belmont to South,Ride,,,9746.7998046875,0.05232489854097366,209.89999389648438,204.8000030517578,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/UACZO5XGDCQV3TW4PJBBPGYCAYHYQOJWLIRSAEBDLSPNNUEDFWFPAPTVNEBCMS4BNKECRL6BCQ======,203,860,,,9215273,Nathan,Fisk,1996876385,946,,6.056395668216474,23.047594509069036
112,Escape from Wrigleyville,Ride,,,416.1000061035156,-0.04806540161371231,211.39999389648438,210.1999969482422,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/OXB3ONAZWFFPKBCBNJUBXYMTW6ZFZOQPOZ7QOSXKN3P7SHCIVZ2JG7PTAF53RVFNKQ2S6C5N,5521,58749,63.0,12479372169,2557837,Gary,Hurst,9421447694,29,,0.2585531995125428,32.0962592498329
113,Tennis courts N,Ride,,,388.3999938964844,0.1544799953699112,180.5,179.89999389648438,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/B65PYXMK57YBRCPUSTPNHJ5JUPGYAG7POPRLSTC2464LKKIKAFKQMI32MPN2UCHLXT7MZMZ234======,37405,591407,40.0,11981999045,2995446,Kwing,Lee,12223766808,13,,0.24134116712222675,66.83293858769356
114,Irving to Oak,Ride,,,6339.60009765625,-0.0205060001462698,181.3000030517578,175.1999969482422,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/K2SU6XNNUJI3TR6YEV4LTFP6BOK5F3INKPG2TB4KJYQEEVSP37PJGNP5D2AOARDZ5W6PXOSUTM======,23665,338802,653.0,11981999045,42857594,Henny,vdZ,10962066927,474,,3.9392546619460465,29.918389837564913
115,"Montrose, Clark to Damen",Ride,,,1035.4000244140625,-0.09658099710941315,183.8000030517578,182.0,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/EWXMAB63ZMG3JF7RKMUH6A5MGVZZBINFEJXXO2ZLUPF6QS22CIY7QSHHXJ7UYIDTWFL5B35SEA======,3248,23800,,,58372461,Nathaniel,Bohrer,7626257618,91,,0.6433693466974427,25.451974155063667
116,Montrose: Ashland/Western (WB),Ride,,,1579.219970703125,-0.1345829963684082,182.91600036621094,180.7899932861328,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/TUGC5JR3HSMOVNEXXBKOEAWFMT7P2WPFHT5I5DLPVNW66OVFOHO6JBYUQOFIO3HIJ3JONDGS,1783,11016,,,13997276,John,Biernat,3709625000,146,,0.9812842349678285,24.196049629343715
117,Lawrence Uphill Sprint,Ride,,,516.9000244140625,0.7738440036773682,183.0,178.1999969482422,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/GN7V7LJGPUGKCMGQAJMAQXMJIB5ZT2PLSUV63WOGJW6SRAIZ573BYKRK4J57WP4XXRKPRYEG,4672,42055,,,11937809,Bobby,Mette,9752421735,36,,0.321187582744518,32.11875827445179
118,Foster Beach Dash,Ride,,,410.3179931640625,-0.4791550040245056,182.82400512695312,176.83599853515625,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/ZO6IU5NMQ4NYR43BFVHQMM325RJXO7HF5IUNF6ERNRUDSD2YNSDEMJ7HATZECHDJJQUANJ6MBQ======,2849,12845,,,9743901,Peter,Wenzel,637165674,23,,0.25496041430901023,39.906847457062476
119,Circle to Fullerton,Ride,,,7993.60009765625,-0.012509999796748161,175.6999969482422,170.6999969482422,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/VOQTM2VWK7ITJEBJKMX4KRXPUKI2OEPPCUR6U6LM4GWGKA4GN7GNOFWLOWUT34BOQCE65OV5UU======,9154,150486,839.0,11842439878,40753365,John,Whipple,5218660998,634,,4.967005168364826,28.20381483614097
120,Circle jerk,Ride,,,89.9000015258789,2.0022199153900146,163.1999969482422,160.39999389648438,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/OA2JU3QHJ4TCJHO5RB4NSOBXREE25DXIF4CMIGOB2REFPNU37RTNECCVAMLKJTUGEQ2SUYPHYA======,3090,8640,,,96326,Erik,Didriksen,4706527738,3,,0.05586140997295718,67.03369196754862
121,Bryn Mawr - East - LFT to Ashland,Ride,,,1539.8599853515625,0.2949090003967285,182.9149932861328,177.44500732421875,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/633BAINDRDU5MJEU4WUZV2YHZXQTMPZ7CTDFAB37V54VLF2GVTNOW3MYOAPJE4H4ZGE4YALD3M======,584,3639,,,14384122,Rod,Berthold,12149513128,178,,0.9568270131554317,19.3515575694357
122,EddieO's Old Tutoring Gig,Ride,,,12964.900390625,0.0578484982252121,190.5,177.60000610351562,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/DBY3CP4BUN2C5CQDMNKVQQLDUSVHSU33HYKUPLTSBALP6LTBM6P7PHNADDV253QRDSNWPAKJ3Q======,1,1,,,10605492,Eddie,Ocampo,719131444,2230,,8.056035636114805,13.005259322875919
123,"Stop Raising Tuition, Jo Ann",Ride,,,321.0,-0.9345790147781372,184.1999969482422,177.8000030517578,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/NLBCGRBVZA4EWWYJL7ZP4W6SC2I5KHS7YHJKMXF2N5DLZFQPBQZ6B22XSGNGWA34TR3NOUCV,6977,50735,33.0,11732225623,4150606,Aaron,Carpenter,147774219,25,,0.19946064846458797,28.722333378900668
124,Glenwood Sprint 2,Ride,,,799.2999877929688,0.7131239771842957,185.89999389648438,180.0,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/MNWXNKZBDKVIKGAMLOKEYES2OWBUZ4UROI22CQMTK2LYTZ3AKQPOYI7EZ76NRULXN6ZAH4LIXE======,4412,44099,,,86948840,Jesús ,Trejo,12785684450,64,,0.49666322081907416,27.937306171072922
125,Evanston to Bike Path,Ride,,,6924.0,-0.09243209660053253,189.1999969482422,177.89999389648438,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/OCJ2C4P25HGAQCANXQGB2IPVF3WA7QRMUNU3QXYKH5AZPGBAEQMSBO6XED4DV7T23SBZ6YXM,33,473,,,45310299,Luiz,Gabeira,11426430078,747,,4.302384828563262,20.73438471596753
126,Hospital Sprint South,Ride,,,509.0,-1.1002000570297241,209.0,203.39999389648438,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/VZU4FII2GDW2IUHGCUFYIHM4YPYLHYXU6WWI7NESQXWB3EAM7WRP7VFBN2OWJZTHL3ZUOP5H54======,2154,23718,60.0,12420277549,16044197,Phil,Stosur,2610506244,38,,0.3162787229547517,29.96324743781858
127,Trapped in Purgatory ,Ride,,,537.4000244140625,0.20468899607658386,187.10000610351562,185.89999389648438,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/MFMFOYWLEJ4WELOYEHJWI5U43YKLLX2HX6QBSLPT7MVBP4LZV3C4BKXIM75B7ACMDANBECJT,167,417,,,2734538,John,O'Connell,9578987824,44,,0.333925723845839,27.32119558738683
128,Bryn Mawr to Devon Bumpy Sprint,Ride,,,1533.0,0.11741700023412704,193.60000610351562,187.39999389648438,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/VQJMOE5EJL5IY4FSRXTOGLSIHFPKIQF52RR2AN2UAYRPBEJJMYGRIKWGUKHXNUDC3JHORBNI,3992,26964,,,8547506,Ethan,Gross,7717464622,146,,0.9525644052841538,23.487889445362697
129,200 m sprint,Ride,,,207.10000610351562,0.38628700375556946,182.3000030517578,181.5,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/4BESYEEATUMM6DKLBHXEEADKUZJIR5KRSUJX7FNY46GZ7P6R6QMPSCFV5GCTNRCUR3VCW4V3KI======,2609,35178,27.0,12479372169,104910959,Sean,Cunnane,9484842013,8,,0.1286862975527332,57.90883389872994
