S&P 500 Returns,My Returns
0.010032967032966997,-0.006329700000000048
-0.008845321118884034,0.004718063929253136
-0.028100987925356775,0.007579742146733567
-0.04687147052179812,-4.145434981381944e-05
0.006517359876762616,-0.002998059120329991
-0.029903461266776454,0.00016855411936406308
0.024878640776698994,0.005816732039394514
0.001065719360568424,-0.0005289076175123246
-0.035249585994795406,0.004887645649271913
0.03151054438450212,0.008731108547059864
0.05395221680732202,-0.015220226328769088
-0.025172269902671726,-0.003382521555053833
0.0211714890613973,-0.0037438989362822707
-0.0006457679540483755,0.0009092410373477609
0.0012470241469221112,0.005322776176413702
0.03249547101449264,0.002182016402377625
0.004605768176335143,0.06072073488743341
0.01309900665866175,-0.02967317050731036
0.022088137054196714,0.08098971555812662
-0.014336917562724009,-0.012572985345190045
0.025454545454545407,0.04587907372975069
0.04860241969128088,0.37572764877913023
0.000994629003381682,-0.1423663247642334
-0.0028418124006359437,-0.031012664866307677
-0.015584829702851834,-0.030775482081715825
0.0026318453284744497,0.025948368975716146
0.004442200908632125,0.1570292100948742
-0.003919991958990858,-0.02446236764867593
-0.005247225025227146,0.022197677091268388
0.006897950902820114,0.028820913298916666
-0.009258512996171638,-0.03251739416334449
0.010361903987146676,0.021621016389573734
0.024154589371980735,0.1529571814413532
-0.011694182389937084,0.009547554051409278
0.023366809187630448,0.019846697103369382
-0.00971628449280995,0.024142566190264794
0.022468602825745743,0.0037209313307361097
-0.036407254582093956,-0.05968437509515535
0.032703951561504206,0.021244461716814992
0.00501446480231433,0.013200956382813754
0.011801957397812358,-0.0077929035040921685
-0.02446657183499287,-0.062165728823732495
0.025469038592398217,0.08903001115181937
0.010427528675703804,0.041966076324189985
-0.0025330706445257155,0.04406477933225559
-0.019469525959368014,-0.0019474166145672918
0.019568345323741066,0.0626489657732008
0.007902907140840992,-0.045554792590165594
0.007467562774199677,0.020904998440432556
0.011674233299360612,0.06593225326296001
0.005220258265408988,0.004137267749423579
0.017401603498542244,-0.006981963077688035
0.010119100922360486,0.030201827165100288
0.01037234042553193,0.16867828068347102
0.009476177941563555,0.06432477747240209
-0.013906996957844366,-0.12241871242267172
-0.0002644336712208121,-0.060513566808618954
0.021424792805501736,0.047487696129660105
-0.003452740612861508,-0.0019913346903295786
-0.00251190991771335,0.009587557768849923
0.002344564084751739,0.017921279181219815
-0.031967426145715995,-0.03097853507621815
0.005727581886522161,0.0024581118968164746
-0.013169603132229844,0.0009355219061682309
0.03552750225428312,0.02352222789560623
0.004615116684082211,0.026825484681906507
-0.017422206812863005,-0.08935137160110043
0.008909668313338084,0.03412902141889599
-0.019847862201626265,-0.030808282824070686
-0.007493309545049094,-0.042306505010405164
-0.011414704296242998,0.027673794917585696
-0.0002727520683698621,0.05320726934376959
0.02500909421607857,0.045148224432779
0.0033714843403424314,-0.030825172250416723
0.00831196392253955,-0.03278632440545631
-0.006752608962553679,-0.026068365825706208
0.009800459120607447,0.01010618306690862
-0.01049226195680688,0.011351713919760061
-0.012989308120526632,0.0015195940200780059
-0.00026857654431513997,0.0035367102954414966
-0.018805408793767298,-0.014763731222466788
0.007118736880533003,0.008847893460979105
-0.023652016311735382,-0.025234152353332134
-0.005476146278076883,-0.006579515192674975
0.0228651423238451,0.0003407705941314238
0.014507299270072892,0.000223187436991125
0.009892975987049272,-0.0017667890088363288
0.0008905512512244573,0.000179066277549486
0.005160601476999718,0.006059654155548349
-0.016110471806674277,-0.03329048141740004
0.010256410256410262,0.04248125660996947
0.0077477958856531325,-0.002772289624188045
-0.018734535171438586,-0.029866887524943805
0.0013508645533140441,0.020693461202452475
