S&P 500 Returns,My Returns
0.010032967032966997,-0.006329700000000048
-0.008845321118884034,0.004718063929253136
-0.028100987925356775,0.007579742146733567
-0.04687147052179812,-4.145434981381944e-05
0.006517359876762616,-0.002998059120329991
-0.029903461266776454,0.00016855411936406308
0.024878640776698994,0.005816732039394514
0.001065719360568424,-0.0005289076175123246
-0.035249585994795406,0.004887645649271913
0.03151054438450212,0.008731108547059864
0.05395221680732202,-0.015220226328769088
-0.025172269902671726,-0.003382521555053833
0.0211714890613973,-0.0037438989362822707
-0.0006457679540483755,0.0009092410373477609
0.0012470241469221112,0.005322776176413702
0.03249547101449264,0.002182016402377625
0.004605768176335143,0.03675255642223833
0.01309900665866175,0.009866931270297053
0.022088137054196714,0.03518445168248268
-0.014336917562724009,0.032286484273508054
0.025454545454545407,0.021708802098092148
0.04860241969128088,0.242860043247933
0.000994629003381682,-0.09345849541899832
-0.0028418124006359437,-0.0173676284091038
-0.015584829702851834,0.028782820346001582
0.0026318453284744497,0.07659493435399461
0.004442200908632125,0.07402877449561392
-0.003919991958990858,-0.04087705951340679
-0.005247225025227146,0.033931049968542584
0.006897950902820114,0.02104314123971084
-0.009258512996171638,-0.029763743016418518
0.010361903987146676,0.01867171140157217
0.024154589371980735,0.07980368846381974
-0.011694182389937084,0.025583506121345533
0.023366809187630448,0.00630808034694743
-0.00971628449280995,0.01763110869503557
0.022468602825745743,0.04046340527781084
-0.036407254582093956,-0.05929225320411782
0.032703951561504206,0.0078846094281563
0.00501446480231433,0.057366809368200065
0.011801957397812358,0.06519178543809348
-0.02446657183499287,-0.018848412198953928
0.025469038592398217,0.0676050964342255
0.010427528675703804,0.06444957516097884
-0.0025330706445257155,0.0710258772732533
-0.019469525959368014,-0.04943664324536628
0.019568345323741066,0.0446813137779389
0.007902907140840992,-0.04521135577348016
0.007467562774199677,0.0329736985681317
0.011674233299360612,0.0013239549270171332
0.005220258265408988,0.047469395800493086
0.017401603498542244,-0.015433309189462955
0.010119100922360486,0.012020552583198497
0.01037234042553193,0.09432091781679112
0.009476177941563555,0.02118488567983948
-0.013906996957844366,-0.0418117214295166
-0.0002644336712208121,0.00106218168834248
0.021424792805501736,0.04961385934460683
-0.003452740612861508,-0.03597174293570072
-0.00251190991771335,-0.013459152203289058
0.002344564084751739,0.004599901905386447
-0.031967426145715995,-0.023941239331472453
0.005727581886522161,0.017208361307841397
-0.013169603132229844,0.04277371919760134
0.03552750225428312,0.08402537099240324
0.004615116684082211,4.9373845870009144e-05
-0.017422206812863005,-0.01312294156874029
0.008909668313338084,-0.012982550950310145
-0.019847862201626265,-0.03620079666715044
-0.007493309545049094,0.0042722278219264834
-0.011414704296242998,-0.010703871297524899
-0.0002727520683698621,0.0012961459542585342
0.02500909421607857,0.025250970931668327
0.0033714843403424314,0.02189334783412208
0.00831196392253955,0.029423953760861286
-0.006752608962553679,0.003488558823410835
0.009800459120607447,0.01654558749441775
-0.01049226195680688,0.05654155785506662
-0.012989308120526632,-0.021518090931244304
-0.00026857654431513997,-0.01094303308699511
-0.018805408793767298,-0.026824453679320192
0.007118736880533003,0.025640012622378347
-0.023652016311735382,-0.00801845254096129
-0.005476146278076883,-0.0052185109718848755
0.0228651423238451,0.003210127548414265
0.014507299270072892,0.00034096150390554905
0.009892975987049272,8.463966317900048e-06
0.0008905512512244573,0.008299493491314643
0.005160601476999718,0.00018853162720942437
-0.016110471806674277,-0.02806178851736377
0.010256410256410262,0.007383445247249408
0.0077477958856531325,0.00925156075911767
-0.018734535171438586,-0.015458698347168148
0.0013508645533140441,0.09218162918925007
